Date,BUDAPEST,BARANYA,BACS,BEKES,BORSOD,CSONGRAD,FEJER,GYOR,HAJDU,HEVES,JASZ,KOMAROM,NOGRAD,PEST,SOMOGY,SZABOLCS,TOLNA,VAS,VESZPREM,ZALA,456,100,500,198,132,409,163,89,82,357,111,292,386,376,504,189,502,21,396,156,315,224,437,45,126,79,178,475,44
11/12/2006,82.0,52.0,10.0,34.0,22.0,31.0,79.0,35.0,44.0,68.0,42.0,22.0,8.0,103.0,51.0,16.0,11.0,30.0,32.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/12/2006,84.0,53.0,44.0,33.0,31.0,11.0,40.0,41.0,36.0,105.0,59.0,11.0,46.0,125.0,87.0,5.0,18.0,9.0,43.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/12/2006,58.0,21.0,24.0,46.0,15.0,30.0,43.0,35.0,32.0,82.0,20.0,4.0,1.0,68.0,25.0,1.0,13.0,1.0,48.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/01/2007,114.0,39.0,24.0,76.0,25.0,28.0,97.0,65.0,71.0,138.0,65.0,13.0,30.0,179.0,82.0,1.0,17.0,13.0,47.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/01/2007,145.0,63.0,56.0,35.0,61.0,98.0,66.0,59.0,65.0,210.0,72.0,42.0,106.0,205.0,84.0,53.0,17.0,59.0,59.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/01/2007,93.0,38.0,46.0,93.0,160.0,21.0,26.0,56.0,55.0,103.0,36.0,10.0,56.0,118.0,37.0,38.0,12.0,34.0,29.0,36.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/01/2007,129.0,50.0,46.0,125.0,44.0,38.0,116.0,67.0,40.0,151.0,50.0,24.0,64.0,155.0,56.0,46.0,36.0,5.0,48.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/01/2007,114.0,55.0,55.0,155.0,71.0,48.0,54.0,66.0,45.0,110.0,45.0,34.0,46.0,175.0,66.0,61.0,14.0,21.0,73.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/02/2007,86.0,49.0,39.0,75.0,125.0,22.0,36.0,58.0,63.0,126.0,78.0,34.0,36.0,135.0,65.0,125.0,37.0,15.0,118.0,70.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/02/2007,127.0,58.0,73.0,114.0,52.0,26.0,36.0,74.0,26.0,116.0,126.0,28.0,60.0,86.0,60.0,33.0,29.0,36.0,64.0,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/02/2007,,62.0,37.0,117.0,144.0,89.0,90.0,87.0,85.0,147.0,81.0,29.0,96.0,224.0,71.0,57.0,39.0,56.0,122.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/02/2007,211.0,79.0,40.0,87.0,96.0,40.0,49.0,71.0,50.0,150.0,93.0,59.0,38.0,211.0,63.0,37.0,23.0,60.0,59.0,29.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/03/2007,229.0,53.0,77.0,86.0,107.0,67.0,93.0,116.0,39.0,173.0,111.0,48.0,112.0,214.0,49.0,46.0,36.0,36.0,85.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/03/2007,145.0,65.0,22.0,64.0,110.0,25.0,31.0,63.0,56.0,74.0,56.0,25.0,47.0,136.0,22.0,26.0,28.0,7.0,92.0,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/03/2007,210.0,109.0,89.0,140.0,72.0,105.0,88.0,128.0,66.0,184.0,109.0,35.0,108.0,279.0,55.0,74.0,6.0,55.0,101.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/03/2007,267.0,90.0,61.0,163.0,96.0,89.0,85.0,107.0,94.0,111.0,80.0,90.0,77.0,255.0,54.0,37.0,38.0,59.0,76.0,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/04/2007,166.0,68.0,69.0,66.0,138.0,21.0,66.0,90.0,83.0,86.0,54.0,70.0,30.0,209.0,37.0,26.0,21.0,39.0,107.0,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/04/2007,168.0,89.0,59.0,58.0,114.0,77.0,57.0,92.0,44.0,111.0,58.0,74.0,43.0,160.0,31.0,30.0,12.0,21.0,76.0,42.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/04/2007,350.0,121.0,63.0,84.0,284.0,86.0,78.0,106.0,80.0,146.0,53.0,32.0,71.0,290.0,63.0,80.0,73.0,54.0,98.0,44.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/04/2007,224.0,41.0,60.0,111.0,157.0,29.0,72.0,94.0,69.0,85.0,27.0,50.0,106.0,204.0,19.0,43.0,59.0,22.0,75.0,51.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/04/2007,136.0,60.0,66.0,23.0,88.0,46.0,20.0,60.0,15.0,18.0,12.0,18.0,76.0,105.0,22.0,70.0,10.0,11.0,42.0,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/05/2007,278.0,137.0,91.0,53.0,23.0,70.0,59.0,110.0,129.0,142.0,83.0,46.0,107.0,257.0,30.0,65.0,79.0,29.0,90.0,45.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/05/2007,161.0,118.0,145.0,61.0,93.0,103.0,46.0,123.0,76.0,67.0,54.0,75.0,88.0,210.0,30.0,72.0,35.0,21.0,69.0,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/05/2007,385.0,141.0,75.0,87.0,174.0,90.0,63.0,108.0,119.0,101.0,65.0,59.0,73.0,198.0,47.0,39.0,73.0,10.0,84.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/05/2007,230.0,38.0,91.0,76.0,82.0,30.0,36.0,113.0,113.0,40.0,26.0,55.0,68.0,149.0,26.0,76.0,56.0,8.0,54.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/06/2007,,116.0,79.0,62.0,161.0,58.0,61.0,56.0,150.0,92.0,45.0,54.0,100.0,220.0,29.0,113.0,51.0,17.0,55.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/06/2007,210.0,75.0,65.0,80.0,129.0,47.0,13.0,57.0,120.0,40.0,11.0,56.0,59.0,125.0,25.0,14.0,22.0,7.0,32.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/06/2007,125.0,73.0,47.0,18.0,34.0,61.0,13.0,61.0,75.0,25.0,9.0,21.0,25.0,131.0,29.0,28.0,20.0,8.0,71.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/06/2007,104.0,34.0,67.0,16.0,68.0,39.0,29.0,49.0,73.0,15.0,20.0,26.0,21.0,101.0,15.0,24.0,13.0,4.0,18.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/07/2007,140.0,25.0,23.0,29.0,80.0,21.0,10.0,24.0,47.0,15.0,6.0,11.0,18.0,65.0,14.0,10.0,11.0,3.0,15.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/07/2007,99.0,21.0,16.0,27.0,33.0,3.0,6.0,27.0,33.0,14.0,8.0,10.0,11.0,30.0,9.0,14.0,11.0,3.0,19.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/07/2007,,8.0,19.0,90.0,33.0,5.0,5.0,7.0,14.0,2.0,7.0,11.0,6.0,29.0,8.0,1.0,10.0,1.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/07/2007,14.0,17.0,19.0,2.0,30.0,15.0,3.0,5.0,9.0,9.0,12.0,18.0,8.0,19.0,2.0,14.0,4.0,2.0,6.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/07/2007,34.0,9.0,6.0,3.0,14.0,14.0,0.0,4.0,13.0,2.0,8.0,2.0,3.0,9.0,2.0,4.0,5.0,1.0,5.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/08/2007,7.0,4.0,5.0,2.0,7.0,3.0,0.0,33.0,2.0,1.0,2.0,2.0,1.0,7.0,1.0,9.0,2.0,0.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/08/2007,7.0,1.0,6.0,0.0,21.0,2.0,2.0,7.0,4.0,6.0,3.0,1.0,1.0,5.0,2.0,0.0,0.0,1.0,4.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/08/2007,4.0,1.0,1.0,3.0,4.0,1.0,0.0,4.0,4.0,0.0,3.0,0.0,0.0,3.0,5.0,1.0,0.0,0.0,2.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/08/2007,4.0,1.0,2.0,1.0,8.0,1.0,2.0,6.0,4.0,0.0,4.0,2.0,0.0,19.0,1.0,1.0,4.0,3.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/09/2007,10.0,4.0,4.0,2.0,14.0,0.0,3.0,2.0,1.0,3.0,2.0,3.0,0.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/09/2007,6.0,1.0,2.0,2.0,3.0,0.0,3.0,3.0,1.0,3.0,0.0,1.0,4.0,2.0,0.0,0.0,0.0,1.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/09/2007,6.0,4.0,2.0,1.0,5.0,0.0,5.0,3.0,3.0,3.0,0.0,2.0,3.0,6.0,0.0,1.0,4.0,0.0,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/09/2007,12.0,11.0,4.0,2.0,8.0,6.0,9.0,5.0,6.0,1.0,1.0,13.0,2.0,10.0,3.0,3.0,7.0,1.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/10/2007,20.0,5.0,6.0,11.0,11.0,2.0,12.0,4.0,11.0,2.0,4.0,2.0,0.0,31.0,1.0,5.0,13.0,1.0,5.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/10/2007,14.0,13.0,12.0,12.0,38.0,6.0,16.0,13.0,15.0,1.0,3.0,15.0,7.0,34.0,2.0,55.0,8.0,2.0,3.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/10/2007,33.0,10.0,20.0,19.0,50.0,6.0,13.0,22.0,33.0,3.0,6.0,16.0,12.0,32.0,3.0,17.0,8.0,3.0,12.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/10/2007,20.0,14.0,34.0,13.0,20.0,7.0,6.0,12.0,42.0,1.0,5.0,10.0,9.0,33.0,7.0,4.0,13.0,0.0,18.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/10/2007,25.0,9.0,9.0,20.0,25.0,0.0,4.0,6.0,37.0,4.0,1.0,2.0,19.0,28.0,2.0,44.0,8.0,0.0,18.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/11/2007,93.0,20.0,48.0,37.0,63.0,9.0,26.0,30.0,58.0,1.0,2.0,11.0,29.0,91.0,15.0,31.0,19.0,7.0,25.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2007,72.0,22.0,34.0,41.0,49.0,10.0,25.0,22.0,63.0,1.0,6.0,4.0,27.0,95.0,20.0,35.0,38.0,3.0,38.0,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/11/2007,54.0,21.0,29.0,37.0,70.0,1.0,17.0,32.0,34.0,7.0,6.0,24.0,11.0,83.0,7.0,64.0,14.0,2.0,15.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/11/2007,175.0,50.0,40.0,37.0,74.0,24.0,44.0,27.0,67.0,37.0,14.0,15.0,32.0,99.0,40.0,47.0,24.0,5.0,29.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2007,126.0,34.0,36.0,33.0,54.0,10.0,46.0,35.0,82.0,23.0,14.0,55.0,33.0,78.0,28.0,17.0,14.0,3.0,39.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/12/2007,60.0,27.0,52.0,30.0,51.0,2.0,71.0,42.0,155.0,27.0,26.0,22.0,25.0,108.0,66.0,77.0,10.0,0.0,27.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/12/2007,193.0,36.0,38.0,60.0,82.0,4.0,40.0,86.0,96.0,12.0,19.0,48.0,14.0,82.0,44.0,28.0,8.0,5.0,51.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/12/2007,68.0,15.0,31.0,3.0,34.0,2.0,59.0,43.0,106.0,23.0,35.0,15.0,0.0,46.0,6.0,170.0,9.0,3.0,38.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/12/2007,,41.0,57.0,138.0,126.0,7.0,42.0,32.0,22.0,11.0,35.0,78.0,21.0,167.0,50.0,69.0,10.0,3.0,37.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/01/2008,156.0,68.0,34.0,86.0,143.0,15.0,124.0,68.0,22.0,46.0,38.0,70.0,39.0,197.0,45.0,110.0,10.0,1.0,29.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/01/2008,479.0,76.0,95.0,57.0,202.0,31.0,76.0,137.0,214.0,73.0,38.0,160.0,74.0,431.0,113.0,203.0,27.0,8.0,131.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/01/2008,143.0,50.0,71.0,94.0,209.0,11.0,37.0,33.0,80.0,15.0,57.0,28.0,34.0,87.0,24.0,82.0,4.0,0.0,37.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/01/2008,193.0,20.0,48.0,129.0,61.0,15.0,55.0,43.0,73.0,16.0,26.0,34.0,8.0,143.0,26.0,71.0,6.0,7.0,48.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/02/2008,105.0,24.0,18.0,50.0,104.0,27.0,43.0,47.0,38.0,7.0,31.0,47.0,25.0,114.0,33.0,93.0,12.0,0.0,32.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/02/2008,136.0,33.0,17.0,12.0,62.0,20.0,73.0,41.0,39.0,35.0,30.0,27.0,4.0,90.0,24.0,58.0,11.0,6.0,27.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/02/2008,,39.0,52.0,9.0,66.0,15.0,102.0,49.0,114.0,37.0,38.0,27.0,21.0,109.0,42.0,70.0,11.0,7.0,26.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/02/2008,150.0,46.0,26.0,8.0,76.0,26.0,105.0,35.0,48.0,37.0,50.0,15.0,26.0,146.0,40.0,73.0,10.0,14.0,25.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/03/2008,82.0,42.0,70.0,21.0,85.0,26.0,73.0,69.0,71.0,18.0,45.0,26.0,49.0,95.0,40.0,51.0,9.0,3.0,53.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/03/2008,64.0,50.0,32.0,105.0,78.0,18.0,84.0,53.0,40.0,20.0,56.0,39.0,25.0,98.0,24.0,69.0,15.0,5.0,50.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/03/2008,100.0,31.0,50.0,34.0,55.0,31.0,84.0,150.0,85.0,17.0,31.0,47.0,69.0,108.0,12.0,78.0,8.0,6.0,52.0,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/03/2008,95.0,78.0,18.0,18.0,127.0,15.0,104.0,87.0,52.0,27.0,51.0,26.0,19.0,123.0,42.0,49.0,10.0,3.0,48.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/03/2008,136.0,64.0,44.0,71.0,64.0,48.0,130.0,160.0,93.0,44.0,86.0,60.0,55.0,114.0,30.0,55.0,24.0,2.0,52.0,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/04/2008,80.0,78.0,65.0,37.0,42.0,8.0,122.0,102.0,47.0,51.0,39.0,28.0,26.0,76.0,32.0,66.0,12.0,10.0,38.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/04/2008,122.0,42.0,51.0,58.0,119.0,41.0,101.0,73.0,75.0,23.0,104.0,31.0,37.0,156.0,10.0,60.0,15.0,7.0,47.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/04/2008,117.0,60.0,134.0,47.0,101.0,90.0,164.0,106.0,62.0,55.0,80.0,14.0,39.0,115.0,57.0,46.0,52.0,10.0,54.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/04/2008,84.0,19.0,18.0,31.0,36.0,14.0,49.0,40.0,49.0,20.0,9.0,82.0,4.0,45.0,11.0,14.0,24.0,10.0,16.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05/05/2008,133.0,93.0,69.0,57.0,108.0,41.0,123.0,97.0,69.0,97.0,114.0,23.0,33.0,70.0,39.0,115.0,28.0,31.0,65.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/05/2008,62.0,63.0,111.0,35.0,64.0,4.0,55.0,49.0,59.0,26.0,69.0,31.0,17.0,50.0,32.0,43.0,34.0,1.0,21.0,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/05/2008,211.0,103.0,70.0,59.0,91.0,109.0,98.0,98.0,86.0,110.0,58.0,72.0,42.0,85.0,97.0,23.0,34.0,9.0,82.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/05/2008,143.0,77.0,81.0,24.0,55.0,89.0,134.0,68.0,130.0,76.0,50.0,60.0,11.0,71.0,46.0,50.0,40.0,42.0,33.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/06/2008,,145.0,34.0,66.0,127.0,53.0,63.0,74.0,92.0,49.0,83.0,30.0,23.0,129.0,19.0,63.0,37.0,10.0,40.0,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/06/2008,105.0,96.0,51.0,12.0,70.0,23.0,78.0,85.0,112.0,24.0,39.0,65.0,15.0,70.0,63.0,15.0,90.0,41.0,29.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/06/2008,140.0,69.0,31.0,30.0,56.0,43.0,43.0,40.0,68.0,21.0,46.0,55.0,7.0,50.0,21.0,30.0,25.0,18.0,29.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/06/2008,51.0,35.0,34.0,11.0,69.0,43.0,45.0,43.0,53.0,29.0,43.0,58.0,8.0,93.0,28.0,13.0,31.0,20.0,25.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/06/2008,70.0,68.0,15.0,0.0,21.0,32.0,30.0,28.0,51.0,5.0,19.0,34.0,10.0,47.0,14.0,4.0,7.0,18.0,15.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07/07/2008,46.0,14.0,17.0,18.0,13.0,11.0,16.0,16.0,53.0,14.0,46.0,23.0,13.0,50.0,14.0,14.0,22.0,18.0,23.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/07/2008,17.0,8.0,9.0,13.0,36.0,16.0,8.0,23.0,41.0,8.0,17.0,18.0,3.0,18.0,9.0,33.0,29.0,8.0,6.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/07/2008,21.0,17.0,10.0,7.0,18.0,11.0,3.0,12.0,4.0,7.0,91.0,18.0,11.0,3.0,9.0,10.0,6.0,12.0,11.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/07/2008,51.0,4.0,5.0,0.0,8.0,9.0,14.0,17.0,5.0,7.0,10.0,8.0,4.0,15.0,6.0,1.0,13.0,7.0,4.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04/08/2008,22.0,2.0,7.0,2.0,11.0,1.0,4.0,12.0,4.0,3.0,5.0,10.0,3.0,11.0,3.0,18.0,1.0,9.0,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/08/2008,11.0,1.0,5.0,6.0,13.0,1.0,5.0,8.0,5.0,2.0,4.0,2.0,4.0,4.0,8.0,18.0,7.0,2.0,4.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/08/2008,,0.0,1.0,1.0,4.0,1.0,1.0,4.0,1.0,2.0,1.0,4.0,0.0,4.0,1.0,1.0,1.0,3.0,2.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/08/2008,10.0,2.0,2.0,1.0,6.0,1.0,0.0,5.0,0.0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,2.0,2.0,8.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/09/2008,4.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,2.0,0.0,3.0,0.0,1.0,5.0,0.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
08/09/2008,3.0,0.0,8.0,2.0,4.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,4.0,3.0,1.0,0.0,9.0,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/09/2008,9.0,0.0,5.0,1.0,6.0,6.0,1.0,6.0,1.0,1.0,0.0,3.0,1.0,15.0,1.0,1.0,8.0,0.0,13.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/09/2008,14.0,1.0,9.0,3.0,7.0,3.0,2.0,0.0,5.0,1.0,4.0,7.0,2.0,6.0,3.0,1.0,5.0,3.0,16.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/09/2008,12.0,4.0,9.0,0.0,21.0,5.0,1.0,2.0,1.0,4.0,6.0,6.0,4.0,12.0,1.0,1.0,4.0,6.0,19.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/10/2008,22.0,2.0,34.0,10.0,33.0,25.0,4.0,9.0,8.0,9.0,9.0,12.0,6.0,15.0,3.0,7.0,3.0,24.0,45.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/10/2008,43.0,4.0,20.0,16.0,53.0,17.0,15.0,13.0,9.0,14.0,18.0,14.0,9.0,27.0,8.0,3.0,4.0,14.0,47.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/10/2008,,3.0,0.0,3.0,3.0,17.0,6.0,17.0,5.0,9.0,16.0,2.0,14.0,34.0,7.0,4.0,5.0,32.0,30.0,25.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/10/2008,67.0,7.0,72.0,11.0,41.0,17.0,8.0,19.0,13.0,6.0,23.0,1.0,15.0,23.0,10.0,9.0,1.0,15.0,45.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/11/2008,78.0,9.0,25.0,4.0,45.0,16.0,5.0,33.0,15.0,9.0,35.0,24.0,19.0,30.0,10.0,8.0,18.0,3.0,50.0,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2008,61.0,13.0,19.0,24.0,52.0,22.0,4.0,22.0,24.0,6.0,31.0,12.0,17.0,45.0,10.0,5.0,10.0,15.0,44.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/11/2008,62.0,8.0,35.0,4.0,39.0,32.0,8.0,35.0,16.0,3.0,24.0,6.0,60.0,15.0,12.0,15.0,25.0,1.0,37.0,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/11/2008,40.0,29.0,17.0,34.0,56.0,27.0,6.0,41.0,14.0,38.0,39.0,11.0,44.0,48.0,15.0,11.0,17.0,41.0,36.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
01/12/2008,98.0,17.0,23.0,19.0,34.0,19.0,9.0,55.0,28.0,13.0,18.0,23.0,34.0,41.0,15.0,23.0,16.0,13.0,42.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
